Wiki ID	Document	People	Places	PER BORN	PLACE BORN	Student ID
43282	Leonard Bernstein ( ; August 25 , 1918 – October 14 , 1990 ) was an American composer , conductor , author , music lecturer , and pianist . He was among the first conductors born and educated in the US to receive worldwide acclaim . According to music critic Donal Henahan , he was `` one of the most prodigiously talented and successful musicians in American history . '' His fame derived from his long tenure as the music director of the New York Philharmonic , from his conducting of concerts with most of the world 's leading orchestras , and from his music for `` West Side Story '' , `` Peter Pan '' , `` Candide '' , `` Wonderful Town '' , `` On the Town '' , `` On the Waterfront '' , his `` Mass '' , and a range of other compositions , including three symphonies and many shorter chamber and solo works .	Peter Pan ''; Leonard Bernstein; Donal Henahan	US			
20979	Mikhail Sergeyevich Gorbachev ( born 2 March 1931 ) is a Russian and formerly Soviet politician . He was the eighth and last leader of the Soviet Union , having been General Secretary of the Communist Party of the Soviet Union from 1985 until 1991 . He was the country 's head of state from 1988 until 1991 ( titled as Chairman of the Presidium of the Supreme Soviet from 1988 to 1989 , as Chairman of the Supreme Soviet from 1989 to 1990 , and as President of the Soviet Union from 1990 to 1991 ) . Gorbachev was born in Stavropol Krai in 1931 into a peasant Ukrainian–Russian family , and in his teens , operated combine harvesters on collective farms .	Gorbachev; Stavropol Krai; Mikhail Sergeyevich Gorbachev	the Soviet Union; the Soviet Union; the Soviet Union			
158177	Condoleezza Rice ( ; born November 14 , 1954 ) is an American political scientist and diplomat . She served as the 66th United States Secretary of State , the second person to hold that office in the administration of President George W. Bush . Rice was the first female African-American Secretary of State , as well as the second African-American Secretary of State ( after Colin Powell ) , and the second female Secretary of State ( after Madeleine Albright ) . Rice was President Bush 's National Security Advisor during his first term , making her the first woman to serve in that position .	Madeleine Albright; Rice; Bush; Rice; Colin Powell; George W. Bush; Condoleezza Rice	United States			
23388798	Matteo Renzi ( ; born 11 January 1975 ) is an Italian politician who served as the Prime Minister of Italy from February 2014 until December 2016 . After the rejection of his constitutional reform in the December 2016 referendum , Renzi formally resigned on 12 December when Foreign Affairs Minister Paolo Gentiloni was appointed new head of the government by President Sergio Mattarella . His government is the fourth longest one in the history of Italy as a republic . Renzi served as President of the Province of Florence from 2004 to 2009 and as Mayor of Florence from 2009 to 2014 .	Sergio Mattarella; Paolo Gentiloni	the Province of Florence; Italy; Italy			
166514	Antonin Gregory Scalia ( ; March 11 , 1936 – February 13 , 2016 ) was an Associate Justice of the Supreme Court of the United States from 1986 until his death in 2016 . Appointed to the Court by President Ronald Reagan in 1986 , Scalia was described as the intellectual anchor for the originalist and textualist position in the Court 's conservative wing . Scalia was born in Trenton , New Jersey . He attended Xavier High School in Manhattan and then college at Georgetown University in Washington , D.C .	Antonin Gregory Scalia; Scalia; Ronald Reagan; Scalia	the United States; Washington , D.C; Trenton; New Jersey; Manhattan			
26368	Richard I ( 8 September 1157 – 6 April 1199 ) was King of England from 1189 until his death . He also ruled as Duke of Normandy , Aquitaine and Gascony , Lord of Cyprus , Count of Poitiers , Anjou , Maine , and Nantes , and was overlord of Brittany at various times during the same period . He was the third of five sons of King Henry II of England and Duchess Eleanor of Aquitaine . He was known as or Richard the Lionheart because of his reputation as a great military leader and warrior .	Normandy; Cyprus; Aquitaine; Gascony; Richard the Lionheart; Henry II; Richard I	Maine; Anjou; Brittany; England			
217512	Sukarno ( ; born Kusno Sosrodihardjo , ; 6 June 1901 – 21 June 1970 ) was the first President of Indonesia , serving from 1945 to 1967 . Sukarno was the leader of his country 's struggle for Independence from the Netherlands . He was a prominent leader of Indonesia 's nationalist movement during the Dutch colonial period , and spent over a decade under Dutch detention until released by the invading Japanese forces . Sukarno and his fellow nationalists collaborated to garner support for the Japanese war effort from the population , in exchange for Japanese aid in spreading nationalist ideas .	Sukarno; Sukarno; Kusno Sosrodihardjo; Sukarno	Netherlands; Indonesia; Indonesia			
401012	Maurice Yaméogo ( 31 December 1921 – 15 September 1993 ) was the first President of the Republic of Upper Volta , now called Burkina Faso , from 1959 until 1966 . `` Monsieur Maurice '' embodied the Voltaic state at the moment of independence . However , his political ascension did not occur without difficulties . As a member of the colonial administration from 1946 , Maurice Yaméogo found a place for himself in the busy political landscape of Upper Volta thanks to his skill as a speaker .	Maurice Yaméogo; Voltaic; Maurice Yaméogo; Burkina Faso	the Republic of Upper Volta			
1008142	August Sangret ( 28 August 1913 – 29 April 1943 ) was a French-Canadian soldier , convicted and subsequently hanged for the September 1942 murder of 19-year-old Joan Pearl Wolfe in Surrey , England . This murder case is also known as the Wigwam Murder . The murder of Joan Pearl Wolfe became known as `` the Wigwam Murder '' due to the fact the victim had become known among locals as `` the Wigwam Girl '' through her living in two separate , improvised wigwams upon Hankley Common in the months preceding her murder , and that these devices proved to have been constructed by her murderer . `` The Wigwam Murder '' marked the first occasion in British legal history in which a murder victim 's skull was introduced as evidence at trial , and has been described by true crime author Colin Wilson as `` The last of the classic cases .	Joan Pearl Wolfe; Hankley Common; Colin Wilson; Joan Pearl Wolfe	England; Surrey			
12539400	John Daniel Lavelle ( September 9 , 1916 – July 10 , 1979 ) was a United States Air Force general and commander of Seventh Air Force , with headquarters at Tan Son Nhut Air Base , Republic of Vietnam . Lavelle was removed from his position in 1972 and forced to retire due to alleged misconduct over bombing missions during the Vietnam War while serving as the Seventh Air Force commander . Since the ranks of general and lieutenant general are temporary and linked to their corresponding position of assignment , federal law requires senatorial approval for an officer to retire at these higher ranks . Due to these allegations the Senate refused to confirm Lavelle 's retirement as a four-star or three-star general .	John Daniel Lavelle	Lavelle; Vietnam			
30996979	Haley Elizabeth Reinhart ( born September 9 , 1990 ) is an American singer , songwriter and voice actress from Wheeling , Illinois , a suburb of Chicago . She first rose to prominence after placing third in the tenth season of `` American Idol '' . In July 2011 , Reinhart signed a recording deal with Interscope Records . Her debut album `` Listen Up ! '' was released on May 22 , 2012 , to critical acclaim and she subsequently became the first `` American Idol '' alumna to perform at Lollapalooza .	Reinhart; Haley Elizabeth Reinhart	Wheeling; Chicago; Illinois			
1711397	Wilfred Rhodes ( 29 October 1877 – 8 July 1973 ) was an English professional cricketer who played 58 Test matches for England between 1899 and 1930 . In Tests , Rhodes took 127 wickets and scored 2,325 runs , becoming the first Englishman to complete the double of 1,000 runs and 100 wickets in Test matches . He holds the world records both for the most appearances made in first-class cricket ( 1,110 matches ) , and for the most wickets taken ( 4,204 ) . He completed the double of 1,000 runs and 100 wickets in an English cricket season a record 16 times .	Wilfred Rhodes	Tests; England			
